"","X","Idshp","Produccion","Kg.arbol","Campo","Marco","Lon","Lat","DEM","slope","aspect","tri","tpi","roughness","flowdir","NDVISep","gNDVISep","SAVISep","NDVIEne","gNDVIEne","SAVIEne","DifNDVISepEne","DifgNDVISepEne","DifSAVISepEne","DG10ABRNOV","DG10ABROCT","DG10AGOOCT","DG10MAYNOV","DG10MAYOCT","DG12ABRNOV","DG12ABROCT","DG12AGOOCT","DG12MAYNOV","DG12MAYOCT","DG15ABRNOV","DG15ABROCT","DG15AGOOCT","DG15MAYNOV","DG15MAYOCT","CH10ABRNOV","CH10ABROCT","CH10AGOOCT","CH10MAYNOV","CH10MAYOCT","CH12ABRNOV","CH12ABROCT","CH12AGOOCT","CH12MAYNOV","CH12MAYOCT","CH15ABRNOV","CH15ABROCT","CH15AGOOCT","CH15MAYNOV","CH15MAYOCT","CH10ago","CH12ago","CH15ago","CH10sep","CH12sep","CH15sep","CH10oct","CH12oct","CH15oct","CH10nov","CH12nov","CH15nov"
"403",403,403,2020,79.6819638099255,"Freirina",100,-71.09157101,-28.49919345,80,0.685586544,45,1.875,-1.875,3,128,0.246546967,0.461538494,0.135638297,0.591561673,0.662178695,0.359978616,0.345014706,0.200640202,0.22434032,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"404",404,404,2020,82.4159688632969,"Freirina",100,-71.09159268,-28.49925628,80,0.685586544,45,1.875,-1.875,3,128,0.360899226,0.552197814,0.180016011,0.5694536,0.657281935,0.322841495,0.208554374,0.105084121,0.142825484,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"405",405,405,2020,81.2711737237033,"Freirina",100,-71.09160378,-28.49930122,80,0.685586544,45,1.875,-1.875,3,128,0.291521511,0.520510495,0.14895162,0.568831184,0.658201814,0.325247526,0.277309673,0.137691319,0.176295906,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"406",406,406,2020,82.3648689766361,"Freirina",100,-71.09163602,-28.49938194,80,0.685586544,45,1.875,-1.875,3,128,0.361238986,0.572533846,0.175192848,0.552640887,0.650339127,0.299002677,0.191401901,0.077805281,0.123809829,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"407",407,407,2020,92.4284730853087,"Freirina",100,-71.09166825,-28.49946265,82,1.532725565,341.5650512,0.625,0.125,3,64,0.435173284,0.59942776,0.207918763,0.57344632,0.659590304,0.311031669,0.138273036,0.060162544,0.103112906,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"408",408,408,2020,120.565157193362,"Freirina",100,-71.09137771,-28.49923252,81,2.084309673,324.4623222,1.125,-0.875,4,16,0.278897863,0.509119749,0.156093284,0.388604138,0.560298145,0.232475638,0.109706275,0.051178396,0.076382354,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"409",409,409,2020,92.9368180168925,"Freirina",100,-71.09141998,-28.49930405,81,2.084309673,324.4623222,1.125,-0.875,4,16,0.377061735,0.572492361,0.193834618,0.562901158,0.651407242,0.324174464,0.185839423,0.078914881,0.130339846,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"410",410,410,2020,89.8731192197183,"Freirina",100,-71.09146225,-28.49937559,80,0.685586544,45,1.875,-1.875,3,128,0.408245739,0.612216592,0.202702701,0.579439242,0.655124187,0.325662822,0.171193503,0.042907596,0.12296012,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"411",411,411,2020,94.1149753232683,"Freirina",100,-71.09149466,-28.49946532,82,1.532725565,341.5650512,0.625,0.125,3,64,0.405625775,0.637226999,0.200254932,0.562784185,0.656041503,0.307100147,0.15715841,0.018814504,0.106845215,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"412",412,412,2020,90.4991339196115,"Freirina",100,-71.09153729,-28.4995549,82,1.532725565,341.5650512,0.625,0.125,3,64,0.431637487,0.658379376,0.216737613,0.571908607,0.660042584,0.320085257,0.14027112,0.001663208,0.103347644,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"413",413,413,2020,87.8691630739033,"Freirina",100,-71.09160051,-28.49965318,82,1.532725565,341.5650512,0.625,0.125,3,64,0.460252749,0.654503524,0.227223948,0.572055338,0.668935895,0.319289207,0.111802589,0.014432371,0.09206526,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"414",414,414,2020,78.9478858095238,"Freirina",100,-71.09163257,-28.49972488,82,1.413153707,300.9637565,0.625,-0.625,2,64,0.464184507,0.667281151,0.230290443,0.582028591,0.676163018,0.323129267,0.117844084,0.008881867,0.092838824,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"415",415,415,2020,83.2297504761906,"Freirina",100,-71.09167519,-28.49981445,82,1.413153707,300.9637565,0.625,-0.625,2,64,0.478843729,0.654170573,0.23209691,0.575215137,0.684830666,0.317077786,0.096371408,0.030660093,0.084980875,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"416",416,416,2020,76.7125177301587,"Freirina",100,-71.09170743,-28.49989517,82,1.413153707,300.9637565,0.625,-0.625,2,64,0.476369693,0.6503039,0.231159508,0.55909413,0.668307483,0.302836716,0.082724437,0.018003583,0.071677208,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"417",417,417,2020,78.4254750238096,"Freirina",100,-71.09174988,-28.49997572,82,1.413153707,300.9637565,0.625,-0.625,2,64,0.440167347,0.617481172,0.213531792,0.551711948,0.666413963,0.299310595,0.111544601,0.048932791,0.085778803,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"418",418,418,2020,78.3963041348124,"Freirina",100,-71.09179232,-28.50005628,82,0.685586544,225,0.25,0,2,4,0.479486124,0.665111959,0.23411575,0.560854088,0.665780485,0.302688867,0.081367964,0.000668526,0.068573117,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"419",419,419,2020,78.6684693079079,"Freirina",100,-71.09182456,-28.50013699,82,0.685586544,225,0.25,0,2,4,0.458515276,0.638715446,0.230416268,0.548899309,0.648233533,0.293591559,0.090384033,0.009518087,0.063175291,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"420",420,420,2020,78.6497703494397,"Freirina",100,-71.09185644,-28.50019967,82,0.685586544,225,0.25,0,2,4,0.458515276,0.638715446,0.230416268,0.548899309,0.648233533,0.293591559,0.090384033,0.009518087,0.063175291,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"421",421,421,2020,92.0080835137086,"Freirina",100,-71.09176489,-28.50021912,83,1.71353711,261.8698976,0.875,0.625,3,8,0.468253964,0.649576485,0.235372335,0.513124783,0.639267623,0.275093168,0.044870819,-0.010308862,0.039720833,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"422",422,422,2020,74.4080370079365,"Freirina",100,-71.09173266,-28.50013841,83,1.71353711,261.8698976,0.875,0.625,3,8,0.459275064,0.653140128,0.21994555,0.557179388,0.666797042,0.295657218,0.097904324,0.013656914,0.075711668,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"423",423,423,2020,76.4791822041205,"Freirina",100,-71.09170078,-28.50007574,83,1.71353711,261.8698976,0.875,0.625,3,8,0.481541588,0.664539635,0.238513067,0.559770917,0.654517829,0.301000744,0.078229329,-0.010021806,0.062487677,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"424",424,424,2020,76.2752667141339,"Freirina",100,-71.09165833,-28.49999518,83,1.71353711,261.8698976,0.875,0.625,3,8,0.453295615,0.638103962,0.225010052,0.561281325,0.663821936,0.307164639,0.10798571,0.025717974,0.082154587,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"425",425,425,2020,76.3911809285715,"Freirina",100,-71.09161606,-28.49992364,82,1.413153707,300.9637565,0.625,-0.625,2,64,0.461538436,0.649884522,0.227297142,0.554722113,0.665449262,0.307638973,0.093183677,0.01556474,0.080341831,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"426",426,426,2020,83.3406303174604,"Freirina",100,-71.09157344,-28.49983407,82,1.413153707,300.9637565,0.625,-0.625,2,64,0.484223835,0.655560791,0.234038234,0.574324312,0.685352623,0.32035175,0.090100477,0.029791832,0.086313516,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"427",427,427,2020,78.7398018571428,"Freirina",100,-71.09153081,-28.49974449,82,1.413153707,300.9637565,0.625,-0.625,2,64,0.465004014,0.654702425,0.231632382,0.583361287,0.68091166,0.326838732,0.118357273,0.026209235,0.09520635,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"428",428,428,2020,92.5479409952009,"Freirina",100,-71.09148854,-28.49967295,82,1.532725565,341.5650512,0.625,0.125,3,64,0.416935458,0.632141232,0.207352921,0.572545023,0.669552684,0.318204701,0.155609565,0.037411451,0.11085178,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"429",429,429,2020,88.2110175345626,"Freirina",100,-71.09144574,-28.49957436,83,2.740385528,315,1.25,0.75,4,32,0.448194661,0.636363626,0.226947531,0.579220776,0.676085472,0.331188112,0.131026115,0.039721847,0.104240581,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"430",430,430,2020,90.0210035563055,"Freirina",100,-71.09141333,-28.49948462,83,2.740385528,315,1.25,0.75,4,32,0.406917967,0.59611994,0.207381472,0.572989092,0.66270119,0.323712766,0.166071125,0.066581249,0.116331294,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"431",431,431,2020,96.3938656565657,"Freirina",100,-71.09137106,-28.49941309,81,2.084309673,324.4623222,1.125,-0.875,4,16,0.387802962,0.595505595,0.19687748,0.569181356,0.649679422,0.327726424,0.181378394,0.054173827,0.130848944,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"432",432,432,2020,94.1791077453103,"Freirina",100,-71.09132843,-28.49932351,81,2.084309673,324.4623222,1.125,-0.875,4,16,0.328514627,0.549093962,0.175550401,0.546423137,0.634491682,0.324984908,0.21790851,0.08539772,0.149434507,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"433",433,433,2020,96.4464330600048,"Freirina",100,-71.09122686,-28.49935214,81,2.084309673,324.4623222,1.125,-0.875,4,16,0.364083171,0.594343781,0.188947022,0.560089265,0.647811413,0.323890865,0.196006094,0.053467631,0.134943843,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"434",434,434,2020,97.4361165562771,"Freirina",100,-71.09125927,-28.49944188,81,2.084309673,324.4623222,1.125,-0.875,4,16,0.391337994,0.612007201,0.200105473,0.578676946,0.667005777,0.333127946,0.187338952,0.054998577,0.133022472,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"435",435,435,2020,92.9764630275962,"Freirina",100,-71.09130172,-28.49952243,83,2.740385528,315,1.25,0.75,4,32,0.448330697,0.651110113,0.225119755,0.585756281,0.674948275,0.333643466,0.137425584,0.023838162,0.108523712,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"436",436,436,2020,89.6384385186187,"Freirina",100,-71.09134434,-28.49961201,83,2.740385528,315,1.25,0.75,4,32,0.474569486,0.660054088,0.237094834,0.592131151,0.680276811,0.336521745,0.117561665,0.020222723,0.09942691,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"437",437,437,2020,90.441727770499,"Freirina",100,-71.09138679,-28.49969257,83,2.740385528,315,1.25,0.75,4,32,0.461292881,0.652527094,0.231015176,0.593864617,0.683098614,0.333979249,0.132571736,0.03057152,0.102964073,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
"438",438,438,2020,79.819586229798,"Freirina",100,-71.09142905,-28.4997641,83,1.845447935,293.1985905,0.75,-0.25,2,16,0.465606387,0.638950646,0.233732551,0.584717607,0.674859583,0.329588026,0.11911122,0.035908937,0.095855474,828.282772,660.5463619,300.7380975,693.1771618,525.4407517,526.3966199,404.8920962,186.6029387,435.984419,314.4798953,207.205014,146.4497588,70.81470595,168.8583232,108.103068,2136.958652,2016.112498,838.764076,1930.499403,1809.653249,2416.768623,2248.024366,929.6279164,2166.872965,1998.128708,2811.378466,2592.392796,1079.786209,2505.916578,2286.930907,293.9444696,320.6251605,367.3316724,308.5190296,343.6565975,400.9375748,236.3005769,265.3461584,311.5169613,120.8461545,168.7442565,218.9856705
