"","Predicho","Observado","Campo","Produccion","ID","Diferencia"
"136",77.3131229761905,54,"Freirina","2019",188,-23.3131229761905
"137",72.8364766865079,53,"Freirina","2019",189,-19.8364766865079
"138",102.001245047619,127.8,"Freirina","2019",190,25.7987549523807
"139",70.989855063492,57.1,"Freirina","2019",192,-13.889855063492
"140",104.299148388278,132.6,"Freirina","2019",193,28.3008516117219
"141",52.3636623333332,18.8,"Freirina","2019",194,-33.5636623333332
"142",59.8172644444443,37.6,"Freirina","2019",195,-22.2172644444443
"143",85.3219363115152,104.7,"Freirina","2019",196,19.3780636884848
"144",84.8620705555556,80.3,"Freirina","2019",199,-4.56207055555559
"145",98.7585943095237,122.2,"Freirina","2019",200,23.4414056904763
"146",101.008434894392,119.1,"Freirina","2019",201,18.0915651056079
"147",84.2272245526696,78.5,"Freirina","2019",204,-5.72722455266961
"148",92.5867999523809,98,"Freirina","2019",205,5.41320004761906
"149",95.4205319999998,113.1,"Freirina","2019",206,17.6794680000002
"150",83.9817638095237,91.1,"Freirina","2019",207,7.11823619047625
"151",59.8117824880951,39.1,"Freirina","2019",208,-20.7117824880951
"152",73.2826017380953,58.7,"Freirina","2019",209,-14.5826017380953
"153",70.8102010476191,68.9,"Freirina","2019",210,-1.9102010476191
"154",71.5953628571428,67,"Freirina","2019",211,-4.59536285714283
"155",64.9533793333333,53,"Freirina","2019",212,-11.9533793333333
"156",92.0135592222222,114.2,"Freirina","2019",215,22.1864407777778
"157",59.6016057142857,38,"Freirina","2019",216,-21.6016057142857
"158",78.4731201190476,95,"Freirina","2019",217,16.5268798809524
"159",69.6694754761905,57,"Freirina","2019",218,-12.6694754761905
"160",107.582256210223,141.9,"Freirina","2019",219,34.3177437897774
"161",104.235064888889,122.8,"Freirina","2019",220,18.564935111111
"162",125.111284285715,172.3,"Freirina","2019",221,47.1887157142853
"163",91.9200748268398,91.6,"Freirina","2019",223,-0.3200748268398
"164",76.4366306666666,61,"Freirina","2019",224,-15.4366306666666
"165",85.0048926190476,88.9,"Freirina","2019",226,3.89510738095237
"166",55.5256406666667,33,"Freirina","2019",232,-22.5256406666667
"167",67.7517520442238,90.3,"Freirina","2019",233,22.5482479557762
"168",62.4740022698412,34,"Freirina","2019",234,-28.4740022698412
"169",89.4894529285715,103.5,"Freirina","2019",235,14.0105470714285
"170",88.3265721031746,87.5,"Freirina","2019",236,-0.826572103174641
"171",81.4394024285714,74.3,"Freirina","2019",237,-7.13940242857143
"172",77.7264911251526,75,"Freirina","2019",242,-2.72649112515258
"173",77.7210840714285,79.8,"Freirina","2019",243,2.07891592857145
"174",70.8742715459541,51.5,"Freirina","2019",245,-19.3742715459541
"175",77.1323843095237,110.6,"Freirina","2019",246,33.4676156904763
"176",44.9057886547619,18,"Freirina","2019",250,-26.9057886547619
"177",40.0703513876679,19,"Freirina","2019",251,-21.0703513876679
"178",35.9713974350649,17,"Freirina","2019",252,-18.9713974350649
"179",38.0787864133089,21,"Freirina","2019",253,-17.0787864133089
"180",42.36099623557,19,"Freirina","2019",254,-23.36099623557
"181",34.6690264906204,17,"Freirina","2019",255,-17.6690264906204
"182",34.7767790541125,16.4,"Freirina","2019",256,-18.3767790541125
"183",108.392310606061,132.9,"Freirina","2019",261,24.5076893939392
"184",91.0698628571428,80.8,"Freirina","2019",262,-10.2698628571428
"185",74.4138008095237,43,"Freirina","2019",265,-31.4138008095237
"186",78.090206,70,"Freirina","2019",268,-8.09020599999999
