ID arbol,16-Sep,ene17,17-Sep,ene18,18-Sep,ene19,19-Sep,ene20
218,0.232226491,0.319169819,0.288998127,0.324556828,0.307485908,0.296808511,0.197275341,0.295204818
219,0.224775866,0.315613091,0.29404369,0.309846312,0.309011161,0.27531904,0.203674108,0.320800602
220,0.197357446,0.33299467,0.296737432,0.299696296,0.322641522,0.27224201,0.243078336,0.317117244
221,0.176037118,0.326383621,0.290818304,0.283125013,0.330105305,0.251845032,0.221649483,0.325571328
222,0.1785364,0.293782771,0.248009562,0.308392137,0.226215199,0.259239972,0.188231349,0.272282183
223,0.1785364,0.293782771,0.248009562,0.308392137,0.226215199,0.259239972,0.188231349,0.272282183
224,0.195873395,0.287562698,0.282888681,0.299541205,0.313286155,0.254670978,0.228698671,0.290601522
225,0.190699667,0.290753305,0.288606077,0.300534964,0.320120782,0.24467212,0.260594875,0.312906444
226,0.210658431,0.304842532,0.293267339,0.315799624,0.287123412,0.263651162,0.259805918,0.293536782
227,0.210930839,0.332884103,0.292769194,0.318674922,0.311659783,0.287599981,0.242670149,0.297798306
228,0.185882702,0.306893855,0.289701253,0.324308693,0.326001585,0.248012051,0.261595547,0.30244711
229,0.179058954,0.254017293,0.249119475,0.274755448,0.334823161,0.229066148,0.243925214,0.26962322
230,0.195614904,0.300635844,0.276057661,0.302103609,0.289840221,0.253230691,0.238098443,0.30030939
231,0.205620885,0.279013008,0.247420549,0.279667765,0.285607815,0.268203735,0.210780978,0.291902304
232,0.205491334,0.29012841,0.255051553,0.305128872,0.27843082,0.272129327,0.257838279,0.274223417
233,0.21639201,0.29975906,0.276305109,0.302398413,0.270916045,0.261630297,0.258022308,0.272026867
234,0.21639201,0.29975906,0.276305109,0.302398413,0.270916045,0.261630297,0.258022308,0.272026867
235,0.19586198,0.289997309,0.262793243,0.28693375,0.290787727,0.252059311,0.241376936,0.279463232
236,0.200303167,0.291315764,0.272342443,0.290969253,0.292668343,0.232041955,0.237055555,0.26646629
237,0.234241888,0.29180479,0.288400441,0.296374142,0.238813311,0.244706839,0.25208053,0.271755725
238,0.23636882,0.308939874,0.289038539,0.320042253,0.249965191,0.243742228,0.258791208,0.253210664
239,0.23636882,0.308939874,0.289038539,0.320042253,0.249965191,0.243742228,0.258791208,0.253210664
240,0.205491334,0.29012841,0.255051553,0.305128872,0.27843082,0.272129327,0.257838279,0.274223417
241,0.225915298,0.291410208,0.263554841,0.308558851,0.257799447,0.275970459,0.249619588,0.252558142
242,0.246835455,0.319370031,0.290706933,0.304919988,0.257372111,0.300320566,0.289200008,0.270394742
243,0.246835455,0.319370031,0.290706933,0.304919988,0.257372111,0.300320566,0.289200008,0.270394742
244,0.211243629,0.289889395,0.294047624,0.286391586,0.267006099,0.276722401,0.23759155,0.276125103
245,0.183539093,0.263684213,0.265453339,0.271535575,0.209026143,0.261482269,0.206984669,0.275700927
246,0.23987475,0.304743081,0.288661182,0.302681744,0.272208631,0.293965876,0.259514153,0.299382716
247,0.228515625,0.313609838,0.297004342,0.298971117,0.28639859,0.284718513,0.27670294,0.306385458
248,0.240143105,0.289137393,0.275974452,0.286647111,0.29621172,0.275409847,0.289674193,0.294543356
249,0.240143105,0.289137393,0.275974452,0.286647111,0.29621172,0.275409847,0.289674193,0.294543356
250,0.228515625,0.313609838,0.297004342,0.298971117,0.28639859,0.284718513,0.27670294,0.306385458
251,0.234878466,0.28125,0.27903226,0.302470773,0.270292193,0.293025136,0.235372335,0.275093168
252,0.234878466,0.28125,0.27903226,0.302470773,0.270292193,0.293025136,0.235372335,0.275093168
253,0.199913651,0.273835301,0.265256315,0.284713864,0.277416736,0.267134607,0.254517049,0.279197067
254,0.206814572,0.25999999,0.21488294,0.263050586,0.282573611,0.255372614,0.233051434,0.264799148
255,0.194770858,0.258193344,0.240206197,0.280130267,0.239425883,0.267603666,0.238603503,0.253391862
256,0.194770858,0.258193344,0.240206197,0.280130267,0.239425883,0.267603666,0.238603503,0.253391862
257,0.194770858,0.258193344,0.240206197,0.280130267,0.239425883,0.267603666,0.238603503,0.253391862
258,0.194770858,0.258193344,0.240206197,0.280130267,0.239425883,0.267603666,0.238603503,0.253391862
259,0.199254721,0.257925063,0.219242021,0.273251027,0.228473991,0.27125898,0.209551111,0.247070715
260,0.199254721,0.257925063,0.219242021,0.273251027,0.228473991,0.27125898,0.209551111,0.247070715
261,0.195008472,0.266287625,0.205315337,0.317049444,0.206732765,0.249064639,0.162295088,0.264019579
262,0.197237566,0.253846169,0.201231897,0.277805954,0.22339572,0.247516438,0.19349885,0.245307326
263,0.205482095,0.244345605,0.177134708,0.2397632,0.227226421,0.237426609,0.204706311,0.221869662
264,0.194035947,0.244796515,0.187073007,0.256640613,0.220546842,0.230845824,0.182522982,0.236280471
265,0.222428739,0.24273859,0.205050513,0.273504257,0.246286631,0.238954201,0.217687517,0.231448755
266,0.222428739,0.24273859,0.205050513,0.273504257,0.246286631,0.238954201,0.217687517,0.231448755
267,0.228674755,0.245469078,0.223567411,0.312299788,0.24257426,0.259946048,0.228548497,0.236902207
268,0.242943823,0.262554646,0.26812917,0.328277767,0.251833111,0.242849648,0.254806519,0.264407992
269,0.242943823,0.262554646,0.26812917,0.328277767,0.251833111,0.242849648,0.254806519,0.264407992
270,0.264437675,0.25306204,0.284853458,0.343799889,0.262995273,0.29961881,0.282401323,0.294968694
271,0.304626316,0.244517833,0.297001868,0.339748323,0.239239544,0.277763754,0.255191416,0.273257226
272,0.235221684,0.272654146,0.233369336,0.296513945,0.23583366,0.240495205,0.190857306,0.246493369
273,0.235221684,0.272654146,0.233369336,0.296513945,0.23583366,0.240495205,0.190857306,0.246493369
274,0.21462357,0.334973514,0.19530417,0.321278751,0.259152472,0.292061239,0.282652795,0.226831064
275,0.165810704,0.337037951,0.151832804,0.312061012,0.246028036,0.370631069,0.288158357,0.178006336
276,0.210100338,0.318448573,0.280603111,0.346849114,0.23075451,0.283051729,0.204211205,0.241701007
